x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
1106,2429,932,998,3989,304,4766,3818,4995,2861,1534,6174,3754,923,3904,4523,545,2600,2016,2627,1381,4226,3104,2450
