x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
6938,304,1928,4020,498,4822,1327,1048,1032,4956,1353,3977,6780,392,6065,950,5906,5400,6224,932,2179,5402,6344,4451
