x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
2777,1335,4758,5219,2142,4527,5013,3013,2386,4054,2878,1302,4060,5046,3926,2786,1922,2156,2536,3868,2879,1049,6896,6344
