1,2,3,4,5,6,7,8,9,10,11,12
6923,4419,6806,4156,6018,4952,5710,6769,6910,6069,5982,5569
4615,6436,5703,5745,5456,5615,6407,6533,6798,6914,3321,6409
6582,6805,126,5342,6106,4636,1674,5487,6818,6352,4411,5303
4301,6814,5992,4224,4562,5706,5487,4935,5990,5703,4755,6525
4406,2348,5924,6435,5844,4446,5761,6018,5966,6399,4615,5840
