x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
5520,3145,126,378,3759,6744,2856,6567,1372,1408,5458,3440,3472,5341,6693,1770,268,169,1197,5757,997,3069,5872,4472
