1,2,3,4,5,6,7,8,9,10,11,12
2042,715,5637,5596,674,4618,533,4577,1748,1152,2367,1535
5973,2739,4727,5249,1839,4,1345,3013,4953,2532,545,3440
5583,5722,5925,6168,1040,1641,1770,4721,3549,2367,6549,3440
468,219,3907,215,1930,3904,2681,2367,4953,2861,701,2907
6938,304,5926,3110,6189,5763,3868,4555,3749,6036,4664,282
