x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
5944,715,5637,3064,4739,6793,2069,2744,1049,1116,528,3017,5027,3127,3168,1578,6740,539,3031,4190,3451,1748,301,4344
