x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.17169624966863814,0.4967438913380764,0.3890397623702888,0.368615716376631,0.21632212572223408,0.20914758443095874,0.3967841465951741,0.12881064431888611,0.33411707865219936,0.49455893138464346,0.37307574012174616,0.25060051367488645
0.1676491886769902,0.4974261113937447,0.3926449546864115,0.36274210910360827,0.20363422762308656,0.20368672667600882,0.3964526659060514,0.11982805849357236,0.32409684866818056,0.4975602933819593,0.36818471446087575,0.24700190592434254
0.17279299104339924,0.5047672069650657,0.39410224861672133,0.359951125494739,0.19757327849947937,0.20546487494818932,0.40331221843496134,0.11659121229446215,0.3235568744216136,0.5032309244275561,0.3708340095264281,0.25044468459240454
0.1844280341223433,0.5164244121671502,0.4038683003057011,0.3631246935735891,0.19474255221903236,0.21234637534064932,0.4173022295030015,0.11746733390745914,0.33566690706767277,0.51192094751868,0.37983087319962383,0.2633461529739881
0.2093584671582024,0.5393415648635859,0.42354309148617847,0.37151483460595386,0.20468202642536729,0.23321855568891195,0.43911797068311736,0.12872386730863386,0.3623823507169864,0.5301266945472815,0.39387460977857797,0.2873803147234208
0.2508616804010483,0.5694887083798047,0.4521266426126614,0.3919624564077366,0.2395529641356233,0.26189366758583793,0.473361655036094,0.1512022079592645,0.3980677458781545,0.5581150934029179,0.42225238111355895,0.33180752313897194
0.28428272620965933,0.6008704822417479,0.4810814027082468,0.41565398713660606,0.269667210945992,0.28365036644348257,0.5084234294520459,0.17241236552505962,0.44233116664618355,0.5859575534887425,0.4506520092754039,0.3644158015970936
0.31284816606818816,0.6367240114853142,0.49141649102343243,0.4168552067034259,0.2886770401903234,0.2944311275901874,0.5405015523283099,0.18377118462706066,0.4914609262068703,0.5958128774527749,0.4608051428952519,0.3953288824722018
0.3452762279729627,0.6679843548898682,0.5007047528789076,0.4238692813749925,0.3072080540145957,0.3085043223854187,0.5647683589768786,0.19406260204331957,0.5347627848775443,0.601074930022025,0.4741095489285434,0.4213266378423825
0.37491744902114027,0.705157800177523,0.505991203441734,0.4253454511969751,0.32261110846823754,0.30939573626455347,0.5856078012189695,0.20017556540926623,0.5832703310293955,0.6112585817334829,0.4895703020976427,0.4522561763968393
0.40634838947974694,0.7437329236159973,0.5077928272389914,0.4206309311037152,0.3354064953556539,0.31616841571673887,0.6129086173225649,0.20401307270589078,0.6372189317789704,0.6129973969995978,0.5000257823107582,0.487865778082632
0.43435156602943525,0.772570958525691,0.5049228892268172,0.4076363155117222,0.3488976547583538,0.3205985029746575,0.6329403085034626,0.20734567275895807,0.6874469220486598,0.6099957514238237,0.5059846858190746,0.5225974539437949
0.4584198169923348,0.7918355674268648,0.49992723118781823,0.3954863072513058,0.366509875433742,0.3226428720807087,0.6453264949295788,0.2121145450231679,0.7248235412170535,0.6037330221185869,0.513596087161628,0.5527109482895853
0.47496389181024434,0.8026558359664424,0.4953520087700925,0.3802852396391699,0.3814761304175458,0.3214647553650781,0.6522368558392745,0.22170483352464695,0.7506480242733116,0.6003765807326767,0.5157216365129376,0.5735501373948927
0.48798960041497624,0.8032313964660173,0.4869494360017288,0.3699620360322597,0.39770750530062504,0.32090818217341965,0.6478380019449242,0.22713558453619295,0.7590152505978638,0.5984016986407443,0.5217797346777568,0.5854909322285754
0.48195603388366864,0.7960879117472704,0.4785424895532197,0.35938367023141543,0.41124769391196203,0.31806820739174096,0.6369506631754538,0.22532610230005387,0.7512993652169814,0.5940540352024792,0.5269115524011829,0.582971659265524
0.4632668428828343,0.7736074120621834,0.46864494630473114,0.3505151365665092,0.4327559131618177,0.30973723750392385,0.6160064011946481,0.22482455942230928,0.7181926296666635,0.5853210071089449,0.5405605288202976,0.5657548178460223
0.42799239895938485,0.7439323377901816,0.4502369852475635,0.3347180273743082,0.4523064156549655,0.3001851735213324,0.5812138676540087,0.21739871792982157,0.673920273559665,0.5839882850954276,0.5549812448063915,0.5361054970972639
0.3813381160049854,0.7001137655478803,0.43100376596640666,0.3257568359565157,0.4686282303874003,0.2825098141419587,0.5362631568669958,0.20930109204099234,0.6162313370957523,0.5828862681406923,0.5729419459716527,0.49954654518628117
0.3401372701243563,0.6508027167644257,0.40255590377925055,0.30830371575736265,0.47171501432575397,0.2710744712107853,0.4884719236444304,0.2085787709001124,0.5614559251365981,0.5665975265252978,0.5742596032746385,0.4623003579751467
0.3073038195057952,0.6121435210849989,0.3724421461946791,0.29205951558613347,0.4684309026366745,0.25879350623987235,0.44373753220188106,0.20611319105514986,0.5115259985801011,0.5470269227529786,0.5662636161860232,0.4280042463965948
0.2683312913867323,0.5673431498943649,0.3446302981063488,0.273030868167107,0.4565350775616802,0.23892801850829928,0.3980564092264161,0.19109878637315694,0.4663303108510806,0.5202464367026359,0.5481676614226884,0.38499451485709746
0.23238867802830246,0.5267728081713646,0.31488300668356245,0.2536096892587233,0.4351627478530539,0.21431323595513707,0.3613295087128214,0.17538126016658342,0.43004632275795845,0.4932422152158348,0.5203837344911226,0.3462910591351723
0.21162759050278682,0.49993167492914264,0.29509492524650865,0.23669236265241136,0.41398065705507403,0.19572209077831523,0.3365096142472045,0.15946712900831986,0.4000905110279957,0.46933989782543306,0.48990818323793933,0.3127404792138273
