x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12
0.3486948069807991,0.44806279475530675,0.2644060534812389,0.3566757406136995,0.4901798915298987,0.20483406130104442,0.3724680203062516,0.27090909153891557,0.2871602314479372,0.40718485528175663,0.28955590084781574,0.1959927277222768
0.333425941134421,0.4437311709965491,0.2545985700832163,0.3487429980719363,0.46540526447250136,0.19236558908520718,0.3705086128748115,0.26417800935431907,0.28233638893761615,0.38603537738153954,0.27063806661853074,0.180850939335851
0.32359637721916823,0.4464843163365104,0.24929580673414276,0.34615485453861267,0.4519913449880588,0.1872552384452455,0.36981277983459415,0.26554911576200624,0.280181143452012,0.37370780897691624,0.2611640435808869,0.17358751957060786
0.3230202684915645,0.45636791361512297,0.2517803509760866,0.3481819631329859,0.44868654588438495,0.18789699874520135,0.3754597549267092,0.2713182788176304,0.28850959250500996,0.3714809148450326,0.26129572451372873,0.1722416204985365
0.33790007745820216,0.47236312262081165,0.2616931823137271,0.36172267151887466,0.4603517997365336,0.20193487916448935,0.3936634014642216,0.28467792050163343,0.30764432009511067,0.38729474099184036,0.2765459830207801,0.17862545474822975
0.3647500365159022,0.5107711096525013,0.2922625736631915,0.3912307761311159,0.48138124186471093,0.23726619461366602,0.42661534005065893,0.3153574290764723,0.3424088645426595,0.4145715045065482,0.3084962280562878,0.2022575104002771
0.3859933206822137,0.5558630760427212,0.32677783803182375,0.4246908645479072,0.5026613431591108,0.26677949072652,0.46882416593249643,0.3537960580707129,0.3762036821752498,0.43446341422821,0.3328730095655566,0.22538028781749259
0.4173699682921755,0.5706233078662846,0.34599856341214547,0.43978096778828285,0.5407182688338487,0.2875872900344185,0.48184195356297627,0.3630539685579017,0.388904763350906,0.4678605360585946,0.3594783969933013,0.2379360305238474
0.4525949567055936,0.5702139153064424,0.35968743726210145,0.45000268502058083,0.5852510770931101,0.3108785055607401,0.4691321194919018,0.3611112472243358,0.40258770907227853,0.5108628272225331,0.39194073457090595,0.2501042181001561
0.4907821924381531,0.5679560968856072,0.37437750455584723,0.4617491745194958,0.6387226264557848,0.3343739558398845,0.4578041466287038,0.35747346760972154,0.41359979817115033,0.5560965636732266,0.42169934634297,0.2595149993504914
0.5282080197567617,0.5580145009252783,0.384965819247454,0.46845731184143824,0.6945472737957828,0.3538931856154608,0.4351920688514981,0.3489616137616314,0.4224072578541519,0.6025093803972286,0.4526013688104747,0.26723392537795726
0.5622611942144099,0.5428972532736284,0.3906295582584489,0.47416573662188655,0.7427556112244773,0.36667531554364685,0.41430300568680245,0.3427959803253475,0.4279565946256701,0.6436177027396855,0.481559245405209,0.27200710718939364
0.5929663611316117,0.5264002786749714,0.395185061045514,0.47453680736539317,0.7807396284918201,0.38071360702609874,0.3939388061231369,0.33101431589221336,0.4345825637728924,0.6825921837262394,0.5101670178257345,0.2724529276500684
0.6168337058727783,0.5089919510722054,0.39710455323727956,0.47463451442252713,0.8093180259741116,0.3955834698207397,0.3821521767931335,0.3243867224616704,0.44048326154198003,0.7076635566285814,0.5327070562193517,0.2711373012074639
0.6333749387797519,0.5006083387229484,0.39644076477394863,0.4788290244646445,0.8224809376280924,0.40295636649759303,0.37303277247482725,0.31519906782504514,0.4455732058858053,0.7257942090315039,0.5480301552291269,0.27042729271851473
0.6370412778706548,0.4953732950564127,0.3955411994742093,0.48059218139462506,0.8237079426997146,0.40688654441631594,0.3640843897935526,0.31196023980257026,0.445291908455545,0.7291294698941305,0.5542461612511282,0.2676483165544901
0.6296904931498236,0.49643380319758074,0.39943230770294047,0.48308110255588566,0.8097175453778923,0.4050796978891284,0.3666984618680612,0.306152020295141,0.43748738630490397,0.7178363695712507,0.5504364705342303,0.2678467226355004
0.6043141189201666,0.5123579046342364,0.4142348584163187,0.48864011388535034,0.7845436512666842,0.3897103116788627,0.37479929291625524,0.30978060605747365,0.42160708936550156,0.6899238778731743,0.5293174362439611,0.26850220579437983
0.5697741076000996,0.5355670218886143,0.4380843438558839,0.49886336188039865,0.744977951242551,0.3805852054022125,0.398598466807832,0.32188177819055575,0.40858951247880804,0.650147216472979,0.5028850223110838,0.27791499720756113
0.5403574645953901,0.5339210558697969,0.44515285901622126,0.49353030412904836,0.7066724334816854,0.3711016719340836,0.40068937506555424,0.32318889225480685,0.38701505597378133,0.6180289116815824,0.47924546305247784,0.28424321637703
0.510979648134371,0.5278511666753968,0.44200849718767776,0.4790138010619134,0.670790509985466,0.355837544238879,0.39383903576112567,0.31432988232998266,0.35655343723168387,0.5819232976111111,0.4495929520011094,0.2781615052633342
0.46424789094246705,0.5098969638847743,0.4268922168123713,0.4553562450503839,0.6195629117729287,0.32557180195983093,0.37340853737816576,0.2941622610764229,0.32224933965643227,0.5321993663510413,0.4050657215292766,0.25985846199605983
0.41680901968266365,0.4811828514359645,0.3963514061052096,0.42334722462097524,0.5666558848552381,0.2895441349529696,0.3483457485662957,0.2659642322957115,0.28251673710530023,0.4827840801647793,0.35983338810980003,0.23195089471617525
0.3773075322322008,0.45067968757481375,0.3676598752696774,0.392554864202484,0.5206540412088427,0.2571424679938839,0.3274678044068365,0.24037521806263756,0.25142043006964876,0.439528613173849,0.3235800188106021,0.21298562274891963
